0 0 0 0 0 0 0 0 0 0 0 
19 13.0092 10.0467 8.13872 6.66207 5.38995 4.22907 3.13136 2.07137 1.03119 0 
28 23.0085 19.0716 15.8937 13.1727 10.7272 8.44784 6.27218 4.15548 2.07137 0 
37 31.986 27.4035 23.2779 19.514 16.0043 12.6687 9.43949 6.27218 3.13136 0 
46 40.5799 35.3646 30.4252 25.7403 21.261 16.9219 12.6687 8.44784 4.22907 0 
55 49.0226 43.1568 37.4578 31.9333 26.5495 21.261 16.0043 10.7272 5.38995 0 
64 57.4129 50.8895 44.4705 38.1586 31.9333 25.7403 19.514 13.1727 6.66207 0 
73 65.7934 58.625 51.5163 44.4705 37.4578 30.4252 23.2779 15.8937 8.13872 0 
82 74.1838 66.3877 58.625 50.8895 43.1568 35.3646 27.4035 19.0716 10.0467 0 
91 82.5873 74.1838 65.7934 57.4129 49.0226 40.5799 31.986 23.0085 13.0092 0 
100 91 82 73 64 55 46 37 28 19 0 
