0 0 0 0 0 0 0 0 0 0 0 
19 5 0.375 0.375 0.375 0.375 0.375 0.375 0.375 0.25 0 
28 7.375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.375 0 
37 9.625 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.375 0 
46 11.875 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.375 0 
55 14.125 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.375 0 
64 16.375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.375 0 
73 18.625 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.375 0 
82 20.875 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.375 0 
91 45.75 20.875 18.625 16.375 14.125 11.875 9.625 7.375 5 0 
100 91 82 73 64 55 46 37 28 19 0 
